Year,Season,blueTeamTag,bResult,redTeamTag,gamelength,game_id
2015,Spring,T8,0,CLG,34,21614312-ab22-4d71-8a7a-e1ddbbcba022
2016,Summer,SSG,0,SKT,55,adb4cc57-3275-4334-806a-e967a5fe2686
2016,Spring,HKE,0,FW,35,6284ad23-daf7-4eb6-bba9-91a7844f436e
2015,Summer,AS,1,TPA,52,12f3ee66-52e2-42d8-8ed2-9e79cfb9cad5
2015,Spring,SSG,0,NJE,47,d67e301a-0d94-43ef-b9a6-b8f721bda3a1
2015,Summer,KOO,1,kt,28,30b5ecd0-ff06-4855-a745-38b54e012947
2016,Summer,EDG,1,ITZ,35,f2d9acf8-3748-4cb7-8d44-dfed66b61ba1
2015,Spring,yoeFW,1,LOG,42,56dd7de6-8931-4655-9715-1d297d63e226
2015,Summer,A,1,CREW,36,fb209b8c-76f1-437f-b411-46c0360f1293
2015,Spring,GIA,1,MYM,28,118f2b59-99a5-4578-8fdb-f0b454f86d3b
2016,Spring,DF,0,NV,33,28a19bf7-66ea-420e-bada-2562315522e6
2016,Summer,UOL,1,TSM,30,fa2e582c-9bcf-4b01-b984-8b43896e19d8
2015,Summer,LGD,0,OG,44,d8479e91-5933-4be7-8e16-b605162cad05
2015,Summer,SSB,0,KOO,35,b98cab74-f4f8-4fa4-a902-c6d6686a616b
2016,Spring,FOX,1,REN,32,07f0b7f2-4da4-4828-a8d4-aa052183daf6
2016,Summer,ROC,1,H2K,32,5ab17bd1-4322-4710-a0e3-a8ef30c32dd2
2015,Summer,ahq,1,HKE,40,1f2dd866-5e1f-4359-9108-02e64afb4143
2016,Spring,VS,1,EMP,37,35b632ee-3f4e-421e-b2ec-3fcf2d27d0f9
2016,Spring,LGC,1,DW,28,7523e7ff-e83c-47bf-84a1-421e510140d5
2015,Summer,OG,1,UOL,28,2a10a2ac-a872-4fef-ab37-381de959ca1b
2015,Summer,DIG,1,C9,35,39724f26-4251-4a9b-b3a9-76c1710050af
2016,Summer,CLG,0,TSM,39,c62761c2-0166-4eb0-a10e-db50772ce7a3
2016,Spring,VFK,0,ITZ,29,97f895ab-0fd5-48a6-906a-ff648cb77365
2016,Spring,SKT,1,EMF,50,6709626d-5e40-4716-8923-c08a5dcd2d4c
2016,Summer,CJE,0,AFs,38,ce12821c-70fe-4bab-9120-b879b6f6bb47
2015,Summer,TPA,0,ahq,50,069cf8d5-f875-47ce-866a-bbbaee051e6b
2016,Summer,JAG,1,LZ,56,f5a96c43-022f-4b26-9ee9-4291963765cb
2015,Spring,SSG,0,kt,34,eb62f00c-b56c-4bf2-9b8b-f7f6db42b645
2016,Summer,APX,1,CLG,57,fdd1ada2-6871-4aaf-91ee-b68e767e97d8
2016,Spring,SUP,1,TT,31,0c3302a8-b886-4443-9e24-2d03c27774e6
2016,Summer,JT,1,ahq,37,5c2e6b86-cc9e-47da-ae74-51c02b0229ea
2016,Summer,ROX,1,kt,42,2b15533f-73de-4b20-b11d-025648f56146
2015,Summer,ANC,0,CJE,42,c84d4cc9-be53-4431-a8c4-77ec9172dd33
2016,Summer,FNC,1,ROC,32,a2794610-9309-48d9-8621-8f4cdaf306b7
2016,Summer,P1,0,FOX,37,c2f7c018-4cac-4f2a-b161-9cfee18704fc
2016,Summer,HLN,0,AE,18,cd35cebe-058f-4e16-a34c-0ed3ade9e0ea
2015,Summer,GV,0,TSM,30,81d6929d-1952-4049-b78a-b9e15b36c325
2015,Summer,FNC,1,QG,34,963f89e3-df9d-451c-b958-288567db83ad
2016,Spring,FW,1,MSE,27,224f5ac4-2d42-4ded-a956-1e117f1f2775
2016,Summer,CGE,0,FH,30,6c9db6a7-c1f4-4c78-b0f4-3d4cb42dc935
2016,Spring,SSG,0,LZ,34,05d84fc8-edbf-4a24-96da-39c512dff108
2016,Spring,TSM,0,NRG,45,3c2e3fa3-51a7-49d8-ab8c-8e3e52c227d5
2016,Summer,HLN,0,CHF,28,b29df9d3-48f0-47e6-bb16-8f143ea1df6c
2016,Spring,LZ,1,DW,38,9c3541e1-92b0-47fa-a1e2-d0cec02079ec
2015,Summer,BJK,1,TT,38,27fe134f-a494-4fe1-a134-df6e1bae6ba5
2014,Summer,NWS,0,OMG,45,640d5e23-b7b3-438a-8c98-be6dbd875709
2016,Spring,KBM,1,ITZ,52,c5fe8a5b-48c4-4398-9de6-5f05df86f16f
2016,Spring,DFM,1,RPG,43,21a9c45a-0555-4fee-8ac8-48fe65fc77ef
2016,Summer,UOL,0,GIA,35,24960341-ddb1-403b-bd33-37b6690f909b
2016,Summer,JT,1,XG,31,01b2d005-cf35-4352-a408-44efb78200d8
2015,Summer,TL,0,C9,58,f205bc58-29ee-4d42-b567-35be884a1d67
2016,Spring,ROC,0,FNC,48,63a3e9d2-ea0e-4c24-a83c-3fa4a4d27279
2016,Summer,AE,1,TM,39,72547148-2d73-4973-bdc3-0ab7118e439f
2016,Summer,SSG,1,ROX,45,018c4020-d241-4cd2-9138-c0765e5d5916
2015,Spring,HWA,1,TT,28,a596e7dc-caab-4ea2-84d7-9c5e4efada4e
2016,Summer,ROC,0,S04,40,7217df39-9f62-435c-89a1-d18b3c74fce3
2016,Summer,IMT,1,NRG,35,5aa3ecf5-723d-4444-a97c-e701ffdfc64d
2015,Summer,SSB,0,NJE,36,69f5f67c-1f08-4444-ae2b-b5222fce710c
2015,Spring,SSG,0,SKT,31,af490f73-4193-40e3-9d1b-6a349d4fe84d
2016,Spring,VFK,1,KBM,44,866abbe2-da4d-4e4e-bb6c-77c0ae2d18b5
2016,Summer,AFs,0,SSG,39,8dbbe9b8-3541-4621-a4ee-5ffaaea06eec
2016,Spring,JAG,1,SSB,52,800f0a37-2fba-45aa-9118-3184a28e810d
2016,Summer,CLG,0,APX,41,acc263d1-d4eb-4635-b4e3-ebda783c7e49
2015,Spring,LOG,1,MSE,36,0bfd3c4b-8051-4ac8-9a95-d982cf8eb298
2014,Summer,OMG,0,SSB,28,02056da8-c376-4253-b58c-6da8b1c458b4
2014,Summer,SHR,1,TPA,29,9484838d-fe36-4903-bf27-3ce068534de5
2015,Summer,GIA,1,SK,36,4d95c5f9-060b-4618-8f59-4e925803649b
2016,Summer,CLG,1,P1,38,1006e4a0-ac1a-4f5a-af98-50d878488483
2016,Summer,RED,0,OPK,30,1d9a9e15-68f0-462b-bb8e-21043a653de4
2015,Spring,FW,0,ahq,37,b577117c-edda-4cc5-9089-388d36a9a4bf
2016,Summer,IMT,1,APX,28,cfc619df-ed18-4a01-b30c-3ece6af6071b
2016,Spring,RPG,1,USG,39,b27d8efa-03a5-4295-9229-21eb6e2aee6d
2016,Spring,FW,1,CGE,24,cbce6f1d-42ba-410c-bb93-c00d4ce79642
2016,Summer,BJK,0,DP,34,42ba0ab8-0a23-484f-a420-98e1d2d99d3a
2015,Summer,C9,1,GV,37,1a896a3e-8fcb-4756-a3a2-ad0b306b1893
2016,Spring,OPK,0,g3x,33,ad747672-11d3-4c0a-992d-c40e24477a28
2016,Summer,OG,1,SPY,43,993a4686-595f-43da-8817-222418ef0723
2015,Spring,NJE,1,IM,32,9720579f-c2f7-4b87-978c-4b4dba49609f
2015,Summer,SKT,1,LZ,32,e9f46c9a-8206-46b0-9fe0-571dcea0a7b7
2015,Summer,OHM,0,NR1,49,5d43262f-3261-4385-a140-043771b0a6ba
2016,Summer,XG,0,FW,31,6d83be90-15d6-4be8-afa7-471fad803a21
2015,Summer,AHQ,1,IG,35,92ab41e8-1619-4968-87b8-cbf354a329a9
2016,Summer,IMT,0,CLG,36,2eba32be-92f5-4d83-87f7-5549a5b16d45
2015,Spring,C9,0,GV,41,02a08cc1-d4b6-4cae-83a4-d6f1f8b6b5f5
2016,Spring,PNG,0,g3x,45,9f8e1f9c-e4ff-4877-bb14-3824b74ee4f0
2016,Summer,JTM,1,VEG,32,0cc962ac-312b-4cf5-b751-17de63056cc6
2015,Summer,CJE,1,ANC,27,242512e4-106c-4b98-86f0-759d63fb1d25
2016,Spring,LGC,1,HLN,40,7162d3ec-9889-48cf-b880-a918b5d77a08
2016,Spring,CST,1,NME,47,ee952033-d1f1-4330-aca0-4c754641d69d
2016,Spring,UOL,1,EL,27,b08deb69-c1f1-4509-864b-8e32322b3927
2016,Spring,SSG,1,LZ,37,abed2cba-9c3b-4b87-8828-a90cbedf468c
2016,Summer,ROX,1,CJE,28,a86edf04-5dc1-4a7d-bc4a-07163357699e
2015,Summer,SSG,0,KOO,40,fb4372b5-e1f3-4eac-b495-45b3a93f8fe6
2016,Summer,ROC,0,OG,51,db89b3b6-5196-40e0-bcff-bda2726c4bae
2016,Summer,SIN,0,LGC,35,e48b6471-cdeb-4bd1-a822-5043cea237dd
2015,Spring,NJE,1,kt,41,ce17fd9c-b13f-4231-9bcd-143761255782
2016,Spring,CJ,1,SSB,34,f7f58142-2ad7-4a44-837c-157d83a4414e
2016,Summer,UOL,0,H2K,36,1f091495-1819-472c-bdb8-709aa50f8ed7
2015,Spring,ROC,0,H2K,35,e4219ca3-5e58-474a-b4a8-7301a5afd027
2016,Summer,CJE,0,MVP,32,a859794e-f905-44e8-a6a5-7861f463eedb
2016,Spring,MSE,1,CGE,29,bdf21033-2bcb-470f-8597-653a90aa9a66
2015,Spring,kt,0,CJE,30,5ecbd3f3-520c-4d90-b1aa-bfc350a2ffbd
2016,Summer,IM,0,C9,52,8e71d671-f85c-4046-a0a4-fded3454a139
2016,Summer,CHF,0,LGC,37,a1b8376e-6c8c-495c-96e2-333ce306a00f
2016,Spring,BJK,0,SUP,34,4a219ec3-e337-4cfc-be5e-d67c9a89b8f3
2015,Summer,CLG,0,OG,38,bfc1d5fc-8a01-4f42-a053-3bd98f3fc472
2015,Spring,BJK,1,HWA,25,c4c1674b-20bb-46b5-ace9-9c49e123d190
2014,Summer,LMQ,1,OMG,34,d51a670d-3518-40f6-a6e4-6a507a9d5523
2016,Summer,S04,0,VIT,41,42947b2f-8dc8-4aea-b3d7-f55a0746a3ce
2016,Spring,TPA,1,M17,37,a80874f7-c542-4d31-82ad-ae9ba46718a8
2016,Spring,CNB,0,VFK,34,4828ba9c-97c2-4a8c-92ef-cb1b1e71e549
2016,Summer,G2,1,UOL,31,454a216e-5f87-4f27-9158-d56b74c2595b
2015,Spring,IM,0,kt,35,b59ac185-3a3d-403b-bf81-897fbe1a49cf
2015,Summer,QG,0,ESC,25,18b62c10-e824-460e-96f7-167022e5aaf3
2016,Spring,ROX,1,CJ,31,e2e57550-ba39-4b86-936c-cc695e5e479e
2015,Summer,kt,0,JAG,34,baac1e8d-62bf-4521-8360-fcaacde14b2c
2015,Summer,ANC,1,Winners,39,1dd4aee7-0bf6-473a-a6e0-667b614eebb7
2016,Summer,VFK,0,CNB,37,1b5befb2-987e-4d6a-ae36-c4560efd5974
2016,Spring,CJ,1,KDM,30,addfb61a-979c-4c2f-b783-54fb1881ac81
2016,Summer,JT,1,TM,36,892099ed-aee1-4e40-8781-fbd46b033650
2016,Summer,ROC,0,G2,33,bf4ada7b-af13-4b77-9b23-f1a525d0bec1
2015,Summer,GIA,0,ROC,27,99f336dd-b722-4bc4-a5c2-669a6ab4f81a
2015,Summer,TL,0,GV,33,33dfcb81-e5b7-4c52-9094-7df38a473498
2016,Summer,G2,1,SPY,29,4d0ddf9c-1d23-44ee-a8da-f563395762c8
2015,Summer,TSM,0,C9,32,9f197d7f-69d4-4063-bfba-b90d4b18787e
2015,Summer,A,1,HWA,33,3ebd3362-2c9c-4fec-ac49-9ebc01011129
2016,Summer,ANX,1,VEG,28,faa721b3-118f-4459-b4c8-18164b2281b0
2016,Summer,FOX,0,TSM,38,cbd6a7ba-5fde-46aa-8e30-60f4919ac54c
2016,Summer,H2K,0,UOL,33,993f4e91-bbb8-497f-8216-a41b4d189097
2016,Summer,AFs,0,SSG,32,58c00756-2c1e-4dc5-ad86-0226f2925674
2016,Summer,CLG,0,TL,34,fc8c6181-332c-44b2-832c-2242ed40ac7a
2016,Summer,TSM,1,APX,34,fe3990cd-a1b4-4cfa-b4fd-e08081a86e24
2016,Spring,DW,1,HLN,25,9563338e-fe47-43b0-8c2c-c79edb15fcb7
2015,Summer,GMB,1,CW,35,d6b93eb4-7b67-40c6-8d15-7f05ed4deb0b
2016,Spring,OG,1,EL,34,34dfc129-6f6f-40db-a71c-a0d0ee66b7ef
2015,Spring,SKT,1,SSG,33,249892f1-9964-4150-ab7e-771766d39a77
2016,Summer,CNB,1,RED,23,18b1e8e2-8e0b-40b6-893f-66971bb2166e
2016,Summer,S04,0,SPY,35,01541a0b-2f31-4626-944d-d447689c62c9
2015,Summer,kt,1,JAG,31,3c4d43a8-22cb-4f77-9ba8-37812d732843
2016,Spring,SSB,1,EVR,47,61353556-8b33-442e-a04c-c4081686e095
2015,Summer,KOO,1,KT,40,557e9816-efb4-4cc3-98a7-a9d628600a14
2016,Spring,HKE,0,MSE,48,68f697b0-cb59-4340-b00c-e09ad7ccd2cc
2016,Spring,C9,1,TIP,30,a83e13b8-73b6-4d14-a421-d88aeb08ac7a
2016,Summer,SSG,1,AFs,37,8705ea7a-84f2-445b-9ac9-4ee48c3c1835
2015,Spring,ahq,1,HKES,41,e2009a32-58e9-4f40-8dd2-4ae2e5a662d6
2016,Summer,DW,0,AE,41,0a599a50-7052-4f68-bed3-154943cced39
2015,Summer,TPA,0,HKE,40,c1f05dd4-731b-4feb-95e1-8ca2ffe49f14
2015,Summer,HKE,1,MSE,31,4afca13e-a81b-4e1f-b976-68e9bf9cc7e2
2015,Summer,CJE,1,LZ,33,fe40f1e4-f9d9-4509-9b42-a4f5dd44f37b
2016,Summer,OG,0,SPY,33,1d8de5a1-ece8-450f-b5bc-35f786348471
2015,Summer,FSN,1,DIG,50,3ac99311-f77c-4039-bd1b-64f50831e709
2016,Summer,CHF,0,AE,35,b62dd86e-e218-4918-9121-29fbab09917c
2016,Spring,ROX,1,LZ,28,3874b504-a35a-46d4-8ff2-f7353e790db9
2016,Spring,JST,1,VS,40,f90c786a-e4ed-40bc-8a5a-3da18fba3fdc
2014,Summer,SSB,0,FNC,43,948738f4-7c2c-4dc4-8d89-598d3f983360
2016,Summer,OG,0,G2,38,9554f941-3423-4538-8131-69aa46697fcf
2015,Spring,FNC,0,AHQ,32,17b5dbb2-8049-4fc7-95f7-64c3bb4e66af
2016,Summer,NV,0,VEG,32,cdf29457-8ec3-453e-b49b-ebf3f9f916e9
2015,Summer,SSG,0,SKT,37,14d41572-2129-41ba-8bad-356d01143653
2016,Spring,RED,1,CNB,49,925462f6-d464-4ba1-a3d4-b8a5e041d176
2016,Summer,ESC,0,SSG,34,af557ea0-4574-420d-9b14-848188857591
2016,Spring,C9,1,NRG,30,0a6f2c3f-9dac-4708-8997-e232fc2974d8
2016,Summer,LZ,1,ESC,35,2524988d-dad6-4f42-9103-67ae70a41874
2016,Summer,HKE,1,M17,56,574bfe64-be5c-4e90-91eb-b15960fce7aa
2015,Summer,SSG,0,CJE,37,8e423c42-ce85-4274-b37c-2fe99b86b2e1
2016,Spring,SKT,1,CLG,34,33a000d0-10bc-4a04-aa35-6e3a2f5ecb45
2016,Spring,7h,1,USG,28,4ce03af5-29c2-42eb-8cfd-5af701b0ef4d
2016,Summer,GIA,0,SPY,35,c54a97b2-28eb-46c4-b26b-9defdff5f75b
2016,Summer,MVP,0,SKT,31,30701f0c-98b4-490c-b0ac-ffb755073336
2016,Summer,CJE,0,SKT,32,6812b080-717a-46ea-9c8c-979c4e60959a
2016,Summer,ROX,1,JAG,37,a236a984-06d2-4bca-bc9e-af4c3a460f9f
2016,Spring,M17,1,XG,29,5fe0c0f9-2632-4d5f-9a16-164e06ff3b9f
2016,Summer,TL,1,GlA,27,c2c05854-246e-4a60-914e-4e025c87cf92
2015,Summer,kt,1,JAG,39,ea19de88-e403-4c70-b415-c48e8c0e85f1
2016,Spring,CGE,0,ahq,23,7026085d-ac6c-433d-b9b7-3f7fe37e8ce4
2014,Summer,TSM,0,SSW,29,277398a8-f4e3-4549-b071-2fb44a5339d4
2016,Summer,,1,,50,f58646ef-e562-444e-88af-d802074aa2ac
2015,Summer,OG,1,GMB,36,8f311cb2-ca9c-4e66-9247-ffd21b47dbb4
2016,Spring,IMG,0,T8,41,46918a06-d64a-4bd9-a893-932628deb855
2015,Summer,LGS,1,AS,45,aa221835-1039-415b-9a17-ed4d487f7633
2016,Summer,EDG,1,H2K,38,c4ba7683-247a-4aff-b647-affba3863d62
2016,Spring,OG,1,SPY,42,524ddde8-bde5-477c-ad6a-a720455bb9b8
2015,Summer,GMB,0,FNC,43,3f2e073d-98ac-4bba-a165-0350ad5ec570
2015,Spring,DP,1,HWA,27,e5914484-f7cd-491f-9525-658de045a8b2
2016,Summer,SKT,0,kt,32,e0e94433-154b-4e9f-9564-39225c72a192
2015,Summer,ANC,1,SSG,39,c251799c-e0af-4c57-9064-536cef008188
2016,Spring,OPK,1,CNB,43,236e27b1-9ad2-41b3-9f2f-39bbf323c1f4
2016,Spring,G2,0,SKT,25,27b64ef3-df13-4a5e-a484-1bd537194d6c
2016,Summer,IM,0,SKT,32,85c8ba3c-5204-4d9c-9b40-f803ce3c7a1d
2016,Spring,AFs,0,JAG,34,a62c75ad-16ed-433c-a02a-91aaecbc447e
2016,Spring,VIT,1,OG,33,806160b5-7d1d-49fe-8823-3914ee7dd366
2016,Summer,G2,0,SPY,41,68741b4c-538c-4c7e-845d-5c4eb1bb2fba
2016,Summer,NV,0,C9,38,efd1552b-83d3-4709-b1ee-3fce75437f8c
2015,Summer,NME,0,CLG,29,a8ddc82e-9434-4e1a-a73c-df04101ad9a5
2016,Summer,OG,1,VIT,49,51db5278-35e1-4aa5-89e0-fbbb301309a4
2016,Spring,ahq,1,TPA,33,1e95d85a-075e-4f03-a459-87e73a3437dc
2016,Summer,CLG,0,P1,41,7895bb59-67ce-4ddf-b185-4cbb3369cdff
2016,Summer,ahq,0,FW,66,b5c16975-fa7b-467b-9d3b-0d95409493dd
2016,Summer,LGC,1,HLN,29,dc2e7b92-1726-4e45-ba84-5495c3d7000e
2016,Spring,DP,1,BJK,40,425c300c-3fe2-4a4f-984d-5204a361528f
2016,Summer,AUR,1,TT,32,56622f00-48f7-4103-bdb5-f9e1103305fb
2016,Summer,AV,0,TM,39,1d75886c-40af-4ca8-844d-5e897fc3b97d
2015,Spring,CW,0,GIA,41,19282cf8-ac72-4ac0-a62c-8d9d90d45826
2016,Summer,ROX,0,SSG,47,91f59f58-48c2-46d2-9cc9-8956ee626025
2016,Summer,CJE,0,kt,35,26b660f0-f6a0-44a1-8c26-b395e68470d5
2015,Spring,SSG,0,JAG,59,5a159e52-4e87-4cda-ada9-0c4932c7722d
2016,Spring,TT,0,HWA,25,a1a6280d-33e4-48f2-b0f0-185e1db06868
2016,Spring,OG,0,H2K,43,21e04f7f-f2cd-48c1-b980-88e960b36ed8
2015,Summer,kt,1,JAG,54,71e6f996-a6dd-4760-9899-50e636a95c2b
2015,Spring,H2K,1,FAC,41,e518a87e-0b6d-43d8-bd0a-a9ce61b0626d
2015,Summer,TL,0,TSM,54,d54527aa-bad2-4eda-9fdc-8f3c10fd790d
2015,Spring,BJK,1,NR1,43,8080d0b0-a382-46ff-9f23-5abd87c3c1fc
2016,Summer,TL,1,C9,36,9dddd670-02db-4e54-ae6a-1a992dda6d9d
2015,Spring,SKT,0,JAG,47,7c8cb96f-2ff3-465c-8401-dd7b7b0636e5
2015,Summer,GIA,0,OG,37,395588b9-005a-4ab2-a570-b7922727c986
2016,Summer,FOX,0,CLG,29,4815a982-fa96-44d3-a008-4de3db681d56
2016,Spring,g3x,1,RED,40,a3d1a019-3f41-409e-bf45-53b4d86cc816
2016,Spring,SUP,0,BJK,44,bad71c81-14a3-446b-a4d4-819550c21bdb
2015,Summer,NJF,0,JAG,42,70ac02a4-7bac-4058-b3a8-5ebc48ff6bf7
2015,Summer,FW,1,LGS,30,f7430611-391b-4622-8d58-2724857dd3be
2015,Summer,UOL,1,EL,38,d94654a1-c1b4-4cac-9166-56659392ba91
2016,Summer,SSG,0,SKT,39,5715607b-a408-47fe-bc2a-acd7ec077fc5
2016,Summer,HWA,1,SUP,39,db2c2f92-e9da-40d1-a61f-cb0a30d09894
2015,Summer,OG,1,CW,29,d2a872b3-49ed-4fcb-9596-0c345cc1bf2c
2015,Spring,C9,1,DIG,46,4c7b27a2-f48f-465f-813a-39f0c78832f8
2015,Spring,GV,1,T8,34,2e929b25-7d87-41d5-ae8b-a8853048f125
2016,Summer,,0,,39,7f5a7358-3df9-4fdc-84c5-ec8676370863
2015,Spring,UOL,0,FNC,43,51fd122f-15a9-4b6a-b2f5-d64d840813e9
2016,Summer,LGC,0,DW,40,fb945a5e-3ea9-4774-8409-3ee7d97b03c1
2016,Summer,RED,1,BGG,44,f23daa67-7260-47ff-8118-7c13ed13b2ba
2015,Summer,JAG,1,SSG,49,7058d48f-986c-4f56-893e-d81f2355f4bf
2016,Summer,NV,0,VEG,43,584a651c-5ff4-445c-9b82-b0e7ce7959a6
2016,Spring,CHF,0,SIN,30,5f1843ce-4f65-4979-a52a-17598ed155a3
2015,Spring,WFX,0,TSM,46,fba11d35-ab4a-46b2-8059-2e53acb8ec91
2016,Spring,XG,0,M17,35,0b00de46-d255-4911-83db-9187ab41ef82
2015,Summer,FW,1,HKE,38,f3ec2182-b3bd-4232-8dd7-6edc9bb8c759
2015,Spring,G2,1,TS,29,0ceab955-ba85-4154-937b-f857b7ac099e
2015,Spring,SSG,0,GET,51,e5ae8780-cc18-4127-be2e-891c4b2ce7e1
2016,Summer,SKT,0,ROX,34,c6aaff10-27a8-4e53-99d6-274499dc78a8
2015,Summer,TSM,1,TDK,48,28f2a32a-256a-4299-b78a-e2d41c0b9a1e
2015,Spring,BPI,0,DP,34,362b2baf-957e-442c-861a-13f6f96b4f7f
2016,Summer,FW,0,SKT,40,5ca18426-7fb9-42f5-802e-7e9c072af9ee
2016,Summer,SKT,1,MVP,22,41993658-7c8f-4fa7-94d8-1985e51909be
2016,Spring,TL,1,C9,34,a1a72e43-a693-4660-81ca-9d71933bdaf6
2014,Summer,SSB,1,OMG,35,bcf0a336-cf58-4563-94f3-3a493e28e721
2015,Summer,kt,0,CJE,49,3422e7fc-1d74-442e-9ea6-ee95d9b0528d
2015,Spring,ZONE,0,HWA,30,3b97d95f-cf6a-4a17-b9a2-b4b51e28b9bc
2016,Spring,OG,1,UOL,43,8d10099d-938a-4f1d-9de4-9443dc28eefc
2016,Summer,kt,1,MVP,52,f0f2be86-f6ea-47be-b037-375d0706f99c
2016,Summer,PNG,1,ITZ,43,03f184c2-7070-4d6d-9e28-b460825d6e91
2015,Spring,IM,1,JAG,62,105ac4dc-5e8d-4334-b8fe-c6a59ccd9bed
2016,Summer,ITZ,1,PNG,39,8788f08f-e6a7-4d47-b2a0-41a2c94dad04
2015,Spring,SKT,1,CJE,39,042ef687-9ff7-48bc-a5b8-63cf8f503538
2015,Spring,TL,1,CST,43,62d0c6cd-77a0-4fb4-a70b-3adad90d0247
2015,Spring,EL,0,UOL,49,48dcb542-04e7-4bbb-b757-ee5c8be332a7
2016,Summer,CNB,1,KBM,47,c5c0044d-8566-41cd-9779-b2f58a5a1563
2016,Summer,DP,1,TT,40,780d0254-5461-4e64-92a9-28b8259e434f
2016,Summer,SSG,0,SKT,39,f5a88d61-abf6-4c99-9f13-6fc7d907b4c5
2016,Summer,NV,1,P1,41,470f9b07-817d-4a65-b01f-180bfb20c0ad
2016,Summer,MVP,1,LZ,29,261e5f7c-a838-48bf-bc96-350be1e200a5
2015,Spring,yoeFW,1,LOG,29,69b21a31-4dcb-47fb-abcf-a889c6ece6cc
2016,Summer,CRW,0,AUR,24,ad3bc0cc-84e4-40e8-8088-58ee0360a828
2016,Spring,LZ,1,KDM,39,48cb071f-827b-4927-bc46-70bfb98e4061
2016,Spring,OG,1,GIA,26,967a354c-34d7-446e-8ae3-ddf89e2dd23e
2016,Spring,BE,0,CRJ,27,f9d59875-ae09-4be8-ab82-25b34d0fbf07
2016,Spring,CLK,0,DP,35,ab2854d4-d442-4171-9952-bf2d9f287181
2016,Summer,kt,0,SKT,42,41b5a38d-5528-4645-8c02-646f0ab4f770
2016,Summer,SSG,1,AFs,37,4dc58d21-34db-400a-a5c0-6bd652c0cc12
2016,Summer,C9,1,IM,39,ec46739d-124e-4f12-8853-d080b2261850
2016,Summer,CLG,1,TL,27,848f9a90-9e59-4dca-a2db-2d8a50917698
2016,Spring,ROX,0,SSG,39,4d2d5353-67d5-427f-8dcc-85c86b591361
2015,Spring,TPA,1,MSE,29,ff2f4f37-31d5-4dd9-a67b-d27b53e2755e
2016,Summer,ANX,0,H2K,24,da475e68-61a2-478c-b8c1-db3cb094ad4b
2015,Summer,kt,1,CJE,43,414b6fa2-0dfb-4f3b-89cb-ef1a258eb126
2016,Summer,FNC,0,H2K,44,c2176ae7-30e4-4780-9109-21a0d62378a7
2015,Summer,ROC,0,FNC,37,f39e1a77-291a-4f7b-ae57-bb1361931670
2016,Summer,CLK,0,SUP,38,24233672-c303-4584-bca9-dd2b80c68782
2016,Summer,NRG,0,TSM,36,fa1e6c6e-48c3-4ae3-b6a1-cc3ed6e7dcad
2016,Summer,CLG,0,TSM,45,e1cb8791-324b-4470-b5ff-5bf714512628
2015,Spring,JAG,1,SKT,51,68087859-7e04-4d87-8518-571173c47729
2015,Summer,CJE,1,NJF,53,ca95cb64-6e27-4053-a11c-af9457c56f6c
2016,Spring,USG,1,CRJ,29,1a003467-fc75-42aa-9f8f-d2b1cdebc2d5
2016,Spring,DP,1,SUP,35,1324da76-dc1a-41bc-b333-d6577137074d
2015,Spring,SSG,1,IM,45,5774a8b8-bc5f-41a1-8bfd-9abecfef9099
2016,Spring,DF,0,VEG,33,8e6d78f4-3606-4a68-a364-db4282c9f0cf
2015,Spring,CST,0,DIG,38,44cf2f3a-97c3-442c-aa29-3fbd98de8a01
2016,Spring,NR1,0,CLK,40,f4ada569-8b8e-4d5b-a3f0-b5b10c9c84f7
2015,Summer,ahq,1,AS,40,1abca37b-a47c-4038-91cc-9cd2ad578434
2015,Summer,SSB,0,LZ,38,977563a2-cf43-4c65-aeba-1169fc0ab9a2
2015,Summer,GMB,0,H2K,37,43b7f544-1417-4d07-8d04-208e9e2e3ecd
2016,Spring,SUP,0,BJK,38,71c2d68b-902a-4920-95d1-612ff059364c
2016,Summer,PNG,1,ITZ,52,dd801c6e-2276-49aa-bd94-c3b75824c505
2016,Summer,FW,0,UOL,31,c14cb445-fa61-4399-8324-b8c3b04a9075
2016,Spring,SSG,1,ROX,30,9d771903-b87a-4313-a1ca-09324afcd077
2016,Summer,ahq,1,M17,35,9e98dc3a-b781-4df3-97e9-3ce8ae587def
2015,Summer,LGS,0,HKE,32,f78d1cd1-9040-43ea-925b-332c37fd1c22
2016,Spring,TSM,1,C9,35,7aecfa77-04e4-4c82-bb56-e4ffeefe819c
2016,Spring,KDM,0,ROX,27,5056bd4e-5f3f-4524-8c80-8e596a74d63f
2016,Summer,TM,0,LGC,33,d488e243-356d-4edd-b44c-a56fbdc391f5
2016,Summer,UOL,1,S04,27,e73a5651-1784-401b-8747-1036768e800e
2016,Summer,LZ,0,kt,41,bf2296ee-6bfd-44b7-a44a-c6fae518a72a
2014,Summer,NWS,0,OMG,41,de6c825b-a552-4134-90a7-f8ae742ef9d3
2015,Summer,ANC,1,JAG,42,cd8a2f01-9c79-4beb-92f9-545acfc21aef
2015,Spring,GET,0,kt,45,5d162430-b903-4a4f-9904-a345b97e1e28
2015,Spring,ZONE,1,TT,49,a7c7f937-1d15-49ae-8894-9f219b12ccd5
2016,Spring,TT,0,DP,39,6974680e-a472-4a9e-b836-4d2763df0653
2016,Spring,LGC,1,TRI,40,11316910-5046-4bac-9884-66aa1ad19070
