adult,Viscera weight,Coarse-grained Hormones,Diameter,Length,Phosphorylation,Ectopic relationships,Height,Whole weight,Shell weight,Sex,Shucked weight
1.0,0.1235,0.769,0.37,0.455,0.956,0.413,0.11,0.514,0.126,I,0.2385
1.0,0.1145,0.166,0.375,0.495,0.164,0.984,0.115,0.5755,0.1395,I,0.31
0.0,0.11800000000000001,0.1,0.375,0.51,0.714,0.203,0.11,0.5805,0.14800000000000002,F,0.2865
1.0,0.1325,0.422,0.39,0.515,0.798,0.582,0.14,0.6779999999999999,0.11900000000000001,M,0.341
0.0,0.14400000000000002,0.658,0.43,0.545,0.54,0.872,0.155,0.8035,0.228,M,0.409
1.0,0.196,0.979,0.405,0.555,0.917,0.21,0.12,0.9129999999999999,0.2065,F,0.4585
1.0,0.221,0.542,0.45,0.58,0.292,0.123,0.16,0.8675,0.215,M,0.3935
1.0,0.24,0.657,0.465,0.59,0.398,0.246,0.17,1.0425,0.27,F,0.4635
1.0,0.2575,0.513,0.46,0.6,0.771,0.957,0.18,1.14,0.365,M,0.423
1.0,0.25,0.473,0.49,0.61,0.668,0.003,0.17,1.3475,0.3045,F,0.7045
1.0,0.2585,0.642,0.475,0.615,0.816,0.045,0.155,1.0735,0.31,M,0.4375
1.0,0.305,0.534,0.475,0.615,0.21,0.754,0.19,1.4335,0.3285,M,0.7315
1.0,0.3115,0.958,0.495,0.615,0.263,0.464,0.2,1.304,0.371,M,0.5795
1.0,0.2,0.203,0.46,0.62,0.21,0.774,0.16,0.9505,0.228,M,0.4915
1.0,0.2955,0.684,0.515,0.63,0.482,0.905,0.17,1.385,0.38,M,0.6355
1.0,0.2645,0.698,0.5,0.64,0.17,0.692,0.17,1.12,0.32,F,0.4955
1.0,0.3375,0.052,0.5,0.64,0.486,0.79,0.17,1.2645,0.315,F,0.565
1.0,0.303,0.117,0.455,0.655,0.236,0.311,0.17,1.275,0.33299999999999996,F,0.583
1.0,0.262,0.36,0.505,0.655,0.865,0.81,0.165,1.27,0.335,M,0.6035
1.0,0.3505,0.935,0.53,0.66,0.904,0.591,0.175,1.5830000000000002,0.405,M,0.7395
1.0,0.345,0.328,0.5,0.665,0.901,0.068,0.175,1.4355,0.37,F,0.643
1.0,0.368,0.311,0.525,0.67,0.056,0.473,0.195,1.42,0.3905,F,0.573
1.0,0.331,0.441,0.53,0.69,0.903,0.217,0.19,1.5955,0.48,M,0.6779999999999999
1.0,0.436,0.206,0.525,0.715,0.376,0.685,0.2,1.89,0.4305,M,0.95
1.0,0.5145,0.937,0.565,0.735,0.408,0.186,0.225,2.037,0.5675,F,0.87
0.0,0.0185,0.489,0.205,0.27,0.69,0.962,0.05,0.084,0.028999999999999998,I,0.03
0.0,0.0185,0.144,0.225,0.285,0.103,0.826,0.07,0.1005,0.035,I,0.0425
0.0,0.027000000000000003,0.495,0.22,0.295,0.103,0.598,0.085,0.1285,0.0365,I,0.0585
0.0,0.027999999999999997,0.684,0.225,0.3,0.485,0.146,0.075,0.1345,0.044000000000000004,I,0.057
0.0,0.0155,0.833,0.22,0.3,0.896,0.972,0.065,0.1195,0.035,I,0.052000000000000005
0.0,0.0515,0.481,0.265,0.36,0.695,0.179,0.085,0.1895,0.055,I,0.0725
0.0,0.055,0.74,0.275,0.37,0.897,0.998,0.095,0.257,0.0825,I,0.1015
1.0,0.0455,0.022,0.29,0.39,0.559,0.642,0.09,0.2745,0.078,I,0.135
0.0,0.0835,0.07,0.325,0.435,0.492,0.271,0.1,0.342,0.105,I,0.1335
1.0,0.081,0.048,0.34,0.44,0.155,0.969,0.105,0.344,0.125,I,0.12300000000000001
1.0,0.059000000000000004,0.089,0.32,0.44,0.367,0.575,0.095,0.3275,0.1,I,0.1495
0.0,0.0825,0.604,0.345,0.445,0.186,0.051,0.12,0.4035,0.13,I,0.16899999999999998
1.0,0.0935,0.014,0.37,0.465,0.33,0.467,0.115,0.4075,0.1455,I,0.1515
1.0,0.099,0.737,0.355,0.465,0.787,0.098,0.12,0.4975,0.14,I,0.2375
1.0,0.0615,0.251,0.345,0.47,0.786,0.883,0.12,0.3685,0.125,I,0.1525
0.0,0.099,0.727,0.365,0.475,0.857,0.036,0.105,0.4175,0.127,I,0.1645
1.0,0.086,0.372,0.335,0.475,0.269,0.916,0.1,0.4425,0.135,I,0.1895
1.0,0.079,0.727,0.35,0.475,0.592,0.885,0.125,0.4225,0.1355,I,0.1905
1.0,0.0965,0.507,0.365,0.485,0.49,0.781,0.125,0.426,0.151,I,0.163
1.0,0.10300000000000001,0.122,0.39,0.49,0.327,0.143,0.12,0.511,0.1745,I,0.2205
1.0,0.134,0.158,0.405,0.515,0.883,0.059,0.13,0.573,0.195,I,0.213
1.0,0.1405,0.632,0.415,0.52,0.487,0.188,0.14,0.6385,0.171,I,0.2945
1.0,0.1505,0.154,0.405,0.525,0.997,0.047,0.125,0.657,0.168,I,0.2985
1.0,0.182,0.625,0.425,0.525,0.504,0.975,0.14,0.8735,0.2225,F,0.4205
1.0,0.2005,0.199,0.425,0.53,0.024,0.801,0.13,0.7809999999999999,0.215,I,0.3905
1.0,0.1855,0.284,0.42,0.53,0.433,0.81,0.14,0.6765,0.20800000000000002,I,0.256
1.0,0.17300000000000001,0.341,0.41,0.53,0.264,0.92,0.125,0.769,0.215,M,0.34600000000000003
1.0,0.10800000000000001,0.754,0.395,0.53,0.1,0.189,0.125,0.6235,0.195,I,0.2975
0.0,0.156,0.287,0.405,0.535,0.324,0.483,0.14,0.7315,0.19,M,0.336
1.0,0.14800000000000002,0.605,0.45,0.535,0.247,0.614,0.155,0.8075,0.2595,I,0.3655
1.0,0.15,0.417,0.41,0.545,0.365,0.735,0.14,0.737,0.212,M,0.349
1.0,0.1315,0.76,0.41,0.545,0.405,0.197,0.125,0.654,0.205,F,0.2945
1.0,0.17600000000000002,0.781,0.415,0.55,0.303,0.729,0.15,0.7915,0.23600000000000002,I,0.3535
1.0,0.1325,0.789,0.45,0.55,0.917,0.983,0.14,0.753,0.24,I,0.3445
1.0,0.1495,0.706,0.4,0.55,0.526,0.876,0.135,0.7170000000000001,0.221,I,0.3315
1.0,0.1755,0.005,0.43,0.555,0.979,0.68,0.15,0.7829999999999999,0.247,I,0.345
1.0,0.18,0.085,0.45,0.575,0.808,0.889,0.145,0.872,0.217,I,0.4675
1.0,0.215,0.738,0.44,0.575,0.574,0.241,0.15,0.983,0.239,I,0.486
1.0,0.2225,0.59,0.42,0.585,0.468,0.989,0.155,1.034,0.32,F,0.43700000000000006
1.0,0.2145,0.308,0.465,0.585,0.454,0.607,0.145,0.9855,0.2845,F,0.4325
1.0,0.153,0.17,0.46,0.585,0.593,0.906,0.14,0.7635,0.265,I,0.326
1.0,0.19899999999999998,0.669,0.465,0.59,0.986,0.866,0.135,0.9895,0.28,M,0.4235
1.0,0.184,0.148,0.47,0.595,0.271,0.023,0.135,0.9365,0.287,I,0.434
1.0,0.1715,0.994,0.44,0.595,0.623,0.937,0.135,0.9640000000000001,0.2575,F,0.5005
1.0,0.24,0.769,0.46,0.595,0.775,0.176,0.155,1.0455,0.3085,F,0.4565
1.0,0.2525,0.515,0.45,0.595,0.651,0.912,0.165,1.081,0.27899999999999997,F,0.49
1.0,0.2015,0.471,0.47,0.6,0.323,0.362,0.16,1.012,0.305,M,0.441
1.0,0.256,0.316,0.5,0.6,0.417,0.064,0.16,1.122,0.309,F,0.5095
1.0,0.222,0.626,0.49,0.605,0.211,0.112,0.165,1.1245,0.3555,M,0.49200000000000005
1.0,0.2525,0.821,0.49,0.605,0.741,0.626,0.15,1.1345,0.35,F,0.4305
1.0,0.2495,0.475,0.45,0.61,0.622,0.904,0.19,1.0805,0.2935,M,0.517
1.0,0.273,0.15,0.495,0.61,0.678,0.716,0.165,1.0835,0.317,F,0.4525
1.0,0.287,0.554,0.47,0.615,0.375,0.656,0.175,1.242,0.317,M,0.5675
1.0,0.2795,0.305,0.5,0.62,0.839,0.518,0.18,1.3915,0.332,M,0.726
1.0,0.1965,0.561,0.525,0.62,0.683,0.646,0.155,1.085,0.35,M,0.45399999999999996
1.0,0.171,0.134,0.47,0.62,0.178,0.175,0.155,0.966,0.284,I,0.447
1.0,0.2575,0.144,0.48,0.62,0.981,0.426,0.165,1.0855,0.305,M,0.48100000000000004
1.0,0.2675,0.039,0.485,0.625,0.504,0.379,0.135,1.3025,0.3605,F,0.61
1.0,0.257,0.278,0.485,0.625,0.892,0.096,0.16,1.15,0.3315,I,0.5255
1.0,0.212,0.125,0.49,0.63,0.048,0.035,0.17,1.217,0.31,I,0.5515
1.0,0.3305,0.38,0.505,0.63,0.376,0.953,0.195,1.306,0.375,F,0.516
1.0,0.2925,0.749,0.5,0.64,0.421,0.617,0.175,1.273,0.405,M,0.5065
1.0,0.29600000000000004,0.261,0.51,0.645,0.764,0.151,0.19,1.4865,0.425,M,0.6445
1.0,0.2885,0.609,0.52,0.65,0.862,0.402,0.17,1.3655,0.36,M,0.6155
1.0,0.2305,0.207,0.495,0.65,0.367,0.741,0.17,1.276,0.39899999999999997,M,0.6215
1.0,0.2695,0.206,0.495,0.65,0.638,0.667,0.16,1.2075,0.32,M,0.55
1.0,0.24600000000000002,0.12,0.52,0.65,0.637,0.977,0.195,1.281,0.3825,F,0.5985
1.0,0.306,0.073,0.525,0.65,0.931,0.781,0.205,1.4275,0.4355,M,0.69
1.0,0.2025,0.546,0.51,0.65,0.063,0.267,0.175,1.155,0.385,M,0.4955
1.0,0.3155,0.203,0.51,0.65,0.984,0.617,0.175,1.35,0.3885,F,0.575
1.0,0.29600000000000004,0.323,0.525,0.65,0.825,0.373,0.19,1.3685,0.4,M,0.5975
1.0,0.309,0.603,0.53,0.66,0.589,0.509,0.17,1.431,0.39799999999999996,F,0.622
1.0,0.2335,0.469,0.51,0.66,0.078,0.284,0.18,1.261,0.33899999999999997,M,0.5
1.0,0.3615,0.361,0.54,0.665,0.549,0.902,0.195,1.764,0.47,F,0.8505
1.0,0.3045,0.073,0.51,0.67,0.772,0.351,0.155,1.278,0.358,F,0.5605
1.0,0.2735,0.926,0.54,0.67,0.178,0.846,0.195,1.217,0.3315,M,0.532
1.0,0.32799999999999996,0.064,0.54,0.67,0.516,0.507,0.2,1.46,0.4165,F,0.6435
1.0,0.402,0.133,0.535,0.675,0.13,0.463,0.185,1.5575,0.4,F,0.7035
1.0,0.318,0.057,0.51,0.675,0.113,0.007,0.17,1.527,0.341,M,0.809
1.0,0.375,0.712,0.53,0.675,0.695,0.667,0.195,1.4985,0.425,F,0.62
1.0,0.41,0.407,0.55,0.685,0.731,0.545,0.19,1.885,0.4895,M,0.89
1.0,0.247,0.799,0.535,0.685,0.287,0.072,0.175,1.432,0.46,M,0.637
1.0,0.3255,0.811,0.55,0.705,0.983,0.847,0.21,1.4385,0.462,M,0.655
1.0,0.39399999999999996,0.792,0.53,0.705,0.396,0.248,0.17,1.564,0.44,F,0.612
1.0,0.3725,0.611,0.555,0.71,0.531,0.335,0.175,2.14,0.434,M,1.2455
1.0,0.36700000000000005,0.743,0.56,0.725,0.515,0.529,0.185,1.7919999999999998,0.435,F,0.873
1.0,0.5745,0.938,0.6,0.78,0.084,0.612,0.21,2.548,0.6745,M,1.1945
0.0,0.037000000000000005,0.36,0.13,0.235,0.07,0.374,0.075,0.1585,0.0465,I,0.0685
0.0,0.063,0.819,0.25,0.35,0.942,0.054,0.1,0.4015,0.1255,I,0.1725
0.0,0.1055,0.076,0.25,0.36,0.09,0.453,0.115,0.465,0.128,I,0.21
0.0,0.0435,0.237,0.28,0.38,0.767,0.211,0.095,0.2885,0.067,I,0.165
0.0,0.1325,0.53,0.32,0.38,0.972,0.827,0.115,0.6475,0.16399999999999998,F,0.32299999999999995
1.0,0.163,0.227,0.31,0.43,0.091,0.196,0.13,0.6485,0.184,M,0.2735
1.0,0.159,0.976,0.36,0.465,0.232,0.18,0.105,0.452,0.1035,I,0.22
1.0,0.1125,0.544,0.355,0.47,0.338,0.627,0.12,0.4915,0.1325,I,0.1765
0.0,0.19899999999999998,0.904,0.365,0.485,0.331,0.03,0.15,0.9145,0.273,F,0.4145
1.0,0.2285,0.762,0.375,0.495,0.172,0.964,0.155,0.976,0.2475,M,0.45
1.0,0.1815,0.279,0.395,0.5,0.722,0.069,0.145,0.7865,0.2455,I,0.332
0.0,0.157,0.133,0.4,0.505,0.378,0.324,0.15,0.775,0.185,M,0.3445
1.0,0.156,0.361,0.375,0.51,0.211,0.94,0.15,0.8415,0.255,I,0.3845
1.0,0.142,0.561,0.38,0.51,0.466,0.043,0.135,0.6809999999999999,0.17,M,0.3435
1.0,0.155,0.633,0.37,0.515,0.69,0.961,0.115,0.6145,0.146,M,0.3415
1.0,0.301,0.678,0.415,0.55,0.352,0.343,0.18,1.1655,0.311,F,0.502
1.0,0.377,0.582,0.42,0.575,0.811,0.306,0.19,1.764,0.4095,F,0.914
1.0,0.273,0.99,0.455,0.605,0.909,0.931,0.16,1.1215,0.271,M,0.5329999999999999
1.0,0.2955,0.025,0.505,0.615,0.944,0.632,0.165,1.167,0.345,M,0.4895
1.0,0.2325,0.226,0.475,0.615,0.209,0.526,0.15,1.0375,0.28300000000000003,M,0.47600000000000003
1.0,0.2975,0.498,0.48,0.625,0.666,0.06,0.18,1.2229999999999999,0.3375,M,0.565
1.0,0.2315,0.398,0.47,0.625,0.244,0.422,0.15,1.124,0.287,M,0.556
1.0,0.322,0.944,0.505,0.635,0.707,0.304,0.17,1.2635,0.355,F,0.512
1.0,0.2485,0.171,0.525,0.65,0.523,0.221,0.165,1.238,0.3005,F,0.647
1.0,0.318,0.038,0.5,0.65,0.613,0.272,0.17,1.4045,0.3235,F,0.6940000000000001
1.0,0.2955,0.179,0.525,0.67,0.077,0.164,0.195,1.37,0.40700000000000003,F,0.6065
1.0,0.4025,0.655,0.525,0.695,0.772,0.147,0.205,1.8185,0.4525,F,0.8190000000000001
1.0,0.4215,0.419,0.555,0.705,0.494,0.992,0.195,1.7525,0.516,F,0.7105
0.0,0.021,0.263,0.205,0.275,0.181,0.812,0.065,0.10099999999999999,0.034,I,0.040999999999999995
0.0,0.0285,0.766,0.205,0.285,0.581,0.375,0.07,0.106,0.034,I,0.039
0.0,0.037000000000000005,0.941,0.265,0.36,0.526,0.108,0.085,0.1865,0.0615,I,0.0675
0.0,0.061,0.155,0.29,0.385,0.569,0.017,0.1,0.2575,0.086,I,0.1
0.0,0.0735,0.724,0.315,0.4,0.241,0.79,0.1,0.3225,0.091,I,0.14300000000000002
0.0,0.065,0.166,0.33,0.43,0.502,0.823,0.095,0.32,0.12300000000000001,I,0.11800000000000001
1.0,0.076,0.579,0.375,0.435,0.253,0.035,0.11,0.4155,0.145,I,0.17
0.0,0.071,0.334,0.335,0.45,0.348,0.482,0.115,0.3935,0.11,I,0.195
1.0,0.09,0.363,0.355,0.475,0.6,0.619,0.135,0.4775,0.1435,I,0.2145
1.0,0.099,0.496,0.36,0.475,0.867,0.23,0.11,0.452,0.13,I,0.191
1.0,0.08800000000000001,0.29,0.37,0.485,0.229,0.356,0.14,0.5065,0.1465,I,0.2425
1.0,0.127,0.746,0.395,0.51,0.09,0.131,0.105,0.5525,0.165,I,0.23399999999999999
1.0,0.135,0.033,0.39,0.515,0.477,0.501,0.12,0.565,0.179,I,0.235
1.0,0.129,0.686,0.41,0.52,0.503,0.234,0.14,0.6990000000000001,0.1945,I,0.3395
1.0,0.10800000000000001,0.613,0.4,0.525,0.941,0.689,0.14,0.6055,0.21,I,0.2605
1.0,0.171,0.584,0.425,0.53,0.22,0.766,0.155,0.7905,0.2595,M,0.307
1.0,0.1395,0.534,0.425,0.53,0.334,0.127,0.13,0.7020000000000001,0.22,M,0.2975
1.0,0.156,0.982,0.42,0.53,0.448,0.046,0.135,0.675,0.1825,M,0.294
1.0,0.10099999999999999,0.372,0.395,0.53,0.271,0.953,0.115,0.475,0.14800000000000002,I,0.2025
1.0,0.1525,0.99,0.41,0.53,0.484,0.427,0.15,0.612,0.1895,I,0.2435
1.0,0.1365,0.777,0.4,0.535,0.715,0.874,0.145,0.705,0.22,I,0.3065
1.0,0.1845,0.485,0.45,0.535,0.1,0.058,0.135,0.728,0.265,I,0.2845
1.0,0.1715,0.125,0.44,0.555,0.163,0.859,0.14,0.846,0.2735,F,0.34600000000000003
1.0,0.1935,0.042,0.46,0.555,0.478,0.934,0.16,0.86,0.275,M,0.3345
1.0,0.22,0.354,0.465,0.56,0.242,0.382,0.145,0.8875,0.2695,M,0.3345
1.0,0.2325,0.272,0.43,0.56,0.489,0.437,0.145,0.898,0.245,F,0.3895
1.0,0.139,0.635,0.43,0.565,0.845,0.081,0.125,0.6545,0.21,I,0.2815
1.0,0.1505,0.481,0.45,0.575,0.636,0.4,0.145,0.795,0.26,I,0.364
1.0,0.2185,0.263,0.465,0.575,0.403,0.993,0.12,1.0535,0.235,M,0.516
1.0,0.207,0.842,0.46,0.575,0.156,0.969,0.15,0.927,0.2985,F,0.33299999999999996
1.0,0.102,0.412,0.42,0.58,0.724,0.527,0.14,0.701,0.2255,I,0.3285
1.0,0.1975,0.06,0.45,0.58,0.248,0.842,0.155,0.8275,0.2445,M,0.321
1.0,0.2155,0.359,0.42,0.585,0.882,0.985,0.155,0.9845,0.2875,F,0.442
1.0,0.2365,0.636,0.47,0.585,0.614,0.498,0.145,0.9565,0.265,M,0.4025
1.0,0.1515,0.615,0.45,0.59,0.727,0.402,0.125,0.86,0.245,I,0.43700000000000006
1.0,0.2975,0.707,0.48,0.595,0.153,0.249,0.185,1.1785,0.314,M,0.526
1.0,0.315,0.686,0.48,0.615,0.613,0.218,0.185,1.2205,0.33,M,0.4985
1.0,0.182,0.8,0.455,0.615,0.756,0.318,0.13,0.9685,0.2655,M,0.49
1.0,0.24,0.345,0.5,0.62,0.946,0.655,0.175,1.107,0.34299999999999997,F,0.4895
1.0,0.2655,0.816,0.48,0.62,0.166,0.934,0.18,1.1305,0.306,I,0.5285
1.0,0.374,0.229,0.48,0.62,0.92,0.888,0.155,1.2555,0.3175,M,0.527
1.0,0.278,0.375,0.495,0.625,0.645,0.646,0.155,1.177,0.345,M,0.5055
1.0,0.248,0.004,0.5,0.625,0.005,0.695,0.185,1.2425,0.335,M,0.5995
1.0,0.22399999999999998,0.469,0.49,0.63,0.003,0.159,0.16,1.09,0.354,M,0.40700000000000003
1.0,0.2975,0.63,0.475,0.63,0.382,0.311,0.15,1.072,0.315,F,0.433
1.0,0.24,0.291,0.51,0.645,0.465,0.768,0.155,1.129,0.342,F,0.5015
1.0,0.262,0.525,0.505,0.65,0.063,0.024,0.175,1.2075,0.39,F,0.5105
1.0,0.258,0.614,0.495,0.65,0.038,0.316,0.175,1.227,0.37,F,0.528
1.0,0.27,0.653,0.52,0.655,0.606,0.704,0.175,1.472,0.45,F,0.6275
1.0,0.22899999999999998,0.47,0.525,0.665,0.242,0.528,0.18,1.5785,0.456,F,0.6779999999999999
1.0,0.379,0.363,0.52,0.67,0.051,0.307,0.175,1.4755,0.374,M,0.6275
1.0,0.278,0.725,0.54,0.675,0.561,0.165,0.175,1.5545,0.512,M,0.6645
1.0,0.318,0.492,0.54,0.675,0.483,0.13,0.21,1.5930000000000002,0.45,F,0.6859999999999999
1.0,0.478,0.248,0.58,0.695,0.737,0.819,0.2,1.8995,0.5295,M,0.675
1.0,0.2815,0.59,0.535,0.695,0.149,0.084,0.175,1.361,0.465,F,0.5465
1.0,0.318,0.999,0.56,0.705,0.918,0.971,0.17,1.4575,0.44,F,0.607
1.0,0.4695,0.401,0.58,0.74,0.758,0.599,0.205,2.381,0.488,M,0.8155
0.0,0.011000000000000001,0.244,0.155,0.205,0.064,0.519,0.045,0.0495,0.013999999999999999,I,0.0235
0.0,0.0305,0.649,0.23,0.305,0.149,0.799,0.075,0.1455,0.05,I,0.0595
0.0,0.0275,0.079,0.23,0.32,0.16,0.11,0.06,0.129,0.0355,I,0.0615
0.0,0.042,0.907,0.27,0.355,0.094,0.672,0.1,0.2255,0.064,I,0.11
1.0,0.0875,0.47,0.305,0.425,0.397,0.414,0.11,0.359,0.0975,M,0.17300000000000001
1.0,0.071,0.88,0.31,0.425,0.828,0.33,0.095,0.3505,0.1,I,0.1645
1.0,0.121,0.276,0.365,0.45,0.95,0.276,0.115,0.5885,0.1325,F,0.318
1.0,0.1285,0.178,0.385,0.515,0.778,0.872,0.13,0.623,0.175,M,0.2855
1.0,0.11699999999999999,0.329,0.375,0.52,0.196,0.241,0.135,0.5375,0.17,F,0.221
1.0,0.11900000000000001,0.805,0.4,0.525,0.323,0.937,0.125,0.5655,0.175,I,0.2435
1.0,0.155,0.243,0.445,0.555,0.458,0.721,0.13,0.8625,0.24,M,0.4225
1.0,0.2825,0.598,0.49,0.61,0.725,0.967,0.17,1.137,0.344,F,0.4605
1.0,0.043,0.622,0.26,0.35,0.216,0.111,0.095,0.221,0.07,I,0.0985
0.0,0.0485,0.796,0.275,0.38,0.776,0.196,0.095,0.2425,0.21,I,0.106
1.0,0.0875,0.397,0.34,0.46,0.436,0.386,0.1,0.386,0.0965,I,0.1805
1.0,0.09699999999999999,0.073,0.355,0.465,0.409,0.937,0.12,0.5315,0.1395,M,0.2725
1.0,0.0905,0.107,0.385,0.475,0.568,0.724,0.12,0.562,0.153,M,0.289
1.0,0.1605,0.33,0.445,0.565,0.658,0.117,0.14,0.836,0.2245,M,0.406
1.0,0.1605,0.034,0.45,0.57,0.832,0.177,0.14,0.9275,0.2515,M,0.47700000000000004
1.0,0.1955,0.612,0.44,0.57,0.285,0.718,0.145,0.8815,0.2735,M,0.3605
1.0,0.207,0.155,0.46,0.595,0.421,0.401,0.155,1.03,0.3305,M,0.4275
1.0,0.2305,0.313,0.48,0.605,0.04,0.289,0.175,1.1685,0.35600000000000004,F,0.4815
1.0,0.263,0.384,0.455,0.615,0.635,0.016,0.135,1.0590000000000002,0.27399999999999997,F,0.4735
0.0,0.2635,0.557,0.46,0.62,0.75,0.494,0.17,1.127,0.29600000000000004,M,0.535
1.0,0.2565,0.721,0.47,0.625,0.146,0.413,0.17,1.1665,0.3945,M,0.4605
1.0,0.395,0.392,0.52,0.68,0.183,0.709,0.185,1.541,0.4575,F,0.5985
1.0,0.3235,0.707,0.54,0.68,0.196,0.908,0.195,1.7825,0.4285,M,0.5565
1.0,0.35100000000000003,0.152,0.52,0.68,0.176,0.243,0.175,1.5430000000000001,0.374,M,0.7525
1.0,0.38,0.414,0.555,0.71,0.885,0.427,0.17,1.47,0.431,F,0.5375
1.0,0.125,0.218,0.385,0.5,0.016,0.546,0.12,0.6335,0.235,M,0.2305
1.0,0.1775,0.554,0.42,0.545,0.658,0.454,0.175,0.754,0.275,F,0.256
1.0,0.083,0.467,0.365,0.46,0.385,0.158,0.115,0.4485,0.17,F,0.165
1.0,0.187,0.774,0.41,0.535,0.113,0.726,0.15,0.8105,0.24,M,0.345
0.0,0.04,0.094,0.26,0.335,0.509,0.574,0.075,0.22,0.085,M,0.0855
0.0,0.0755,0.182,0.35,0.425,0.669,0.72,0.1,0.4425,0.175,F,0.175
1.0,0.07200000000000001,0.882,0.325,0.41,0.672,0.301,0.1,0.3555,0.105,M,0.146
0.0,0.0085,0.35,0.105,0.17,0.299,0.115,0.035,0.034,0.005,I,0.012
1.0,0.0495,0.428,0.25,0.335,0.763,0.829,0.095,0.185,0.055,I,0.0795
1.0,0.205,0.756,0.425,0.52,0.948,0.356,0.125,0.79,0.19,M,0.37200000000000005
1.0,0.204,0.533,0.41,0.53,0.937,0.725,0.145,0.8255,0.245,F,0.375
1.0,0.15,0.57,0.42,0.5,0.617,0.08,0.125,0.62,0.205,M,0.255
1.0,0.195,0.083,0.475,0.615,0.546,0.16,0.145,0.9525,0.32,F,0.3915
1.0,0.1685,0.05,0.45,0.575,0.212,0.793,0.16,0.955,0.27,M,0.44
1.0,0.1895,0.81,0.45,0.57,0.247,0.439,0.155,0.91,0.355,M,0.326
1.0,0.09699999999999999,0.487,0.35,0.455,0.75,0.038,0.105,0.41600000000000004,0.145,M,0.1625
0.0,0.055999999999999994,0.409,0.275,0.37,0.823,0.43,0.085,0.2045,0.08,I,0.096
1.0,0.087,0.241,0.37,0.445,0.279,0.752,0.125,0.515,0.159,M,0.2495
1.0,0.4255,0.396,0.535,0.675,0.411,0.23,0.22,1.604,0.45299999999999996,F,0.6175
0.0,0.085,0.789,0.3,0.385,0.018,0.371,0.115,0.3435,0.1025,M,0.1645
0.0,0.0575,0.943,0.295,0.375,0.304,0.137,0.11,0.3005,0.1035,F,0.1255
1.0,0.20199999999999999,0.281,0.44,0.56,0.812,0.333,0.13,0.8255,0.285,M,0.2425
1.0,0.18600000000000003,0.689,0.41,0.55,0.589,0.965,0.15,0.785,0.275,M,0.282
1.0,0.261,0.73,0.465,0.57,0.824,0.849,0.155,0.9685,0.255,F,0.446
1.0,0.183,0.239,0.4,0.485,0.567,0.562,0.155,0.731,0.255,F,0.23600000000000002
1.0,0.085,0.732,0.335,0.41,0.49,0.327,0.115,0.4405,0.135,M,0.19
1.0,0.0405,0.833,0.255,0.335,0.708,0.982,0.085,0.1785,0.055,I,0.071
1.0,0.3375,0.902,0.515,0.655,0.773,0.977,0.2,1.3730000000000002,0.49,M,0.44299999999999995
1.0,0.244,0.942,0.45,0.565,0.325,0.782,0.165,0.9765,0.37,F,0.322
1.0,0.207,0.266,0.44,0.57,0.962,0.345,0.19,1.018,0.265,F,0.447
1.0,0.19399999999999998,0.308,0.465,0.55,0.831,0.606,0.15,1.082,0.19,F,0.3575
1.0,0.3385,0.936,0.475,0.63,0.394,0.822,0.175,1.423,0.49,F,0.4155
1.0,0.1725,0.613,0.37,0.475,0.36,0.784,0.125,0.655,0.185,M,0.266
1.0,0.314,0.563,0.5,0.655,0.757,0.145,0.18,1.4155,0.445,F,0.508
0.0,0.0225,0.227,0.235,0.32,0.924,0.978,0.065,0.1385,0.05,I,0.057999999999999996
1.0,0.1405,0.236,0.395,0.525,0.999,0.149,0.165,0.782,0.285,M,0.285
1.0,0.1745,0.057,0.43,0.525,0.935,0.893,0.165,0.7170000000000001,0.195,F,0.289
1.0,0.1635,0.486,0.39,0.5,0.466,0.033,0.13,0.6355,0.195,F,0.2505
1.0,0.0945,0.221,0.34,0.44,0.519,0.773,0.135,0.3975,0.135,F,0.1505
1.0,0.171,0.968,0.385,0.49,0.999,0.373,0.16,0.6559999999999999,0.205,F,0.2455
1.0,0.204,0.345,0.44,0.545,0.855,0.323,0.165,0.7440000000000001,0.25,M,0.2875
1.0,0.08199999999999999,0.049,0.36,0.45,0.573,0.686,0.11,0.447,0.13,F,0.203
1.0,0.1445,0.264,0.4,0.515,0.9,0.433,0.115,0.578,0.17,F,0.191
0.0,0.035,0.049,0.25,0.33,0.697,0.667,0.075,0.1405,0.05,I,0.055999999999999994
1.0,0.151,0.732,0.41,0.525,0.106,0.802,0.15,0.708,0.25,F,0.27399999999999997
1.0,0.046,0.11,0.225,0.295,0.674,0.915,0.09,0.1385,0.05,M,0.048
1.0,0.1545,0.615,0.45,0.545,0.457,0.989,0.16,0.8615,0.365,M,0.2925
1.0,0.4055,0.87,0.5,0.645,0.285,0.332,0.225,1.626,0.41,F,0.5870000000000001
1.0,0.1185,0.875,0.355,0.45,0.922,0.128,0.115,0.478,0.155,M,0.18
1.0,0.2385,0.32,0.49,0.61,0.032,0.504,0.17,1.1775,0.295,F,0.5655
0.0,0.055999999999999994,0.624,0.3,0.38,0.14,0.08,0.1,0.28600000000000003,0.09,I,0.1305
1.0,0.2645,0.984,0.455,0.565,0.462,0.517,0.13,1.058,0.3,F,0.439
1.0,0.2565,0.462,0.545,0.67,0.878,0.1,0.16,1.5415,0.495,F,0.5985
